80,Cobham* and Intel® – Building the Test Platform of the Future,"Powered by Intel, Cobham wireless delivers a fully virtualized IP test and measurement solution that can emulate and measure millions of unique application flows.","Powered by Intel, Cobham Wireless delivers a fully virtualized IP test and measurement solution that can emulate and measure millions of unique application flows.",/docs/CobhamTeraVM_SolutionBrief.pdf,Cobham*-and-Intel®–Building-the-Test-Platform-of-the-Future,http://bit.ly/1YkgPml,"/librarylogos/1430133313.jpg,/librarylogos/intel.png",Network Services - Test Tools & Reporting Software,,"Cobham Wireless,Intel",Solution Brief
79,Virtual VoIP Orchestration with OpenVNFManager Reference Architecture,"Reference architecture exploring integration to legacy OSS/BSS with the open source contributions
of OpenVNFManager from Tata Consultancy Services (TCS)*
 and community
OpenStack - all running on standard Intel Xeon processor based servers.","Reference architecture exploring integration to legacy OSS/BSS with the open source contributions
of OpenVNFManager from Tata Consultancy Services (TCS)* and community
OpenStack - all running on standard Intel Xeon processor based servers.",/docs/Intel-Virtual-VOIP-Orch-RA.pdf,Virtual-VoIP-Orchestration-with-OpenVNFManager-Reference-Architecture,http://bit.ly/1l1V6B1,"/librarylogos/Tata_and_TCS_Marks_Stacked_with_Tagline_RGB_Reduced_Size.jpg,/librarylogos/intel.png",Orchestration and Network Management - NFV Service Orchestration | Network Services - IMS, | ,,Reference Architecture
78,Next-Generation Carrier Grade Servers Accelerate NFV,The document describes the implementation of an integrated platform that combines both NFV and SDN built upon a high compute and packet throughput virtualized server architecture.,The document describes the implementation of an integrated platform that combines both NFV and SDN built upon a high compute and packet throughput virtualized server architecture. ,/docs/SolutionBrief-NextGeneration.pdf,Next-Generation-Carrier-Grade-Servers-Accelerate-NFV,http://bit.ly/1iPVGjV,"/librarylogos/intel.png,/librarylogos/2011-Logo-with-Slogan.jpg,/librarylogos/netronome-logo-110-px.jpg",Node - Intel® DPDK Optimized Packet Processing ; Open vSwitch | Network Services - Load Balancer ; Deep Packet Inspection (DPI) / Traffic Shaping | , |  | Network Functions Virtualization Infrastructure as a Service (NFVIaaS) (ETSI Use Case #1) ,"Intel,Advantech,Netronome",Solution Brief
77,Bringing Simplicity to Complex Converged Mobile Networks,NetNumber TITAN addresses growing challenges of signaling control complexity and subscriber database integration as legacy mobile networks migrate to LTE and beyond.,"NetNumber TITAN addresses growing challenges of signaling control complexity and subscriber database integration as legacy mobile networks migrate to LTE and beyond. Powered by Intel, TITAN delivers unprecedented processing performance for all mobile signaling & database technologies.",/docs/NetNumber-Solution-Brief.pdf,NetNumber,http://bit.ly/1MK6nmf,"/librarylogos/NetNumber.png,/librarylogos/intel.png","Node - Packet Processing Acceleration ; Intel® DPDK Optimized Packet Processing ; Physical Switch ; Virtual Switch ; Open vSwitch ; Intel® DPDK optimised OVS ; Virtual Machine Monitor (VMM) ; Host OS | SDN Controller - OpenDaylight ; Floodlight ; Proprietary | Orchestration and Network Management - Virtualized Infrastructure Manager (VIM) ; NFV Service Orchestration ; OSS, BSS & EMS / NMS | Network Services - Content / Video Optimization, Caching & Acceleration ; CDN ; EPC ; IMS ; CPE ; CRAN ; Service Chaining (e.g. Network Appliance, Firewalls, VPN’s) ; ADC ; Load Balancer ; Security Appliances ; WAN Optimization / Load Balancing ; Deep Packet Inspection (DPI) / Traffic Shaping ; Test Tools & Reporting Software ; System Integration (SI) Providers | ", |  |  |  | Network Functions Virtualization Infrastructure as a Service (NFVIaaS) (ETSI Use Case #1)  ; Virtual Network Function as a Service (VNFaaS) (ETSI Use Case #2) ; Virtual Network Platform as a Service (VNPaaS) (ETSI Use Case #3) ; Virtualization of Mobile Core Network and IMS (ETSI Use Case #5),"NetNumber,Intel",Solution Brief
76,Intel® Solutions for Broadband Communications Service Providers,"This whitepaper was written to present an overview of all of the ways that Intel is partnering with broadband service provider network equipment manufacturers to deliver a more flexible, high-performance fixed broadband network. ","This whitepaper was written to present an overview of all of the ways that Intel is partnering with broadband service provider network equipment manufacturers to deliver a more flexible, high-performance fixed broadband network. This document will introduce Intel’s industry efforts to advance NFV technology, and then will provide an overview of its products for broadband networks starting at the edge of the network and proceeding through to the central office.","/docs/Intel®-Solutions-for-Broadband-Communications-Service-Providers.pdf
",Intel®-Solutions-for-Broadband-Communications-Service-Providers,http://bit.ly/1MRODUv,"/librarylogos/intel.png,/librarylogos/Procera_Logo_Tag_2013_INTEL_IDF_3.jpg,/librarylogos/Overture_Networks_Logo_Resized.jpg","Node - Intel® DPDK Optimized Packet Processing | Orchestration and Network Management - NFV Service Orchestration | Network Services - Content / Video Optimization, Caching & Acceleration ; CPE ; Deep Packet Inspection (DPI) / Traffic Shaping | ", |  |  | Virtual Network Function as a Service (VNFaaS) (ETSI Use Case #2),"Intel,Procera,Overture",White Paper
75,Software-Defined Storage Enables Agility and Faster Analytics,"Intel and Coho Data developed a data-centric infrastructure that combines
software-defined storage and big data analytics.","UBS strengthens its competitive stance, implementing a data-centric infrastructure combining SDS and big data analytics.",/docs/UBS-Coho-Success-Story-v10.pdf,Intel-and-Coho-Data-developed-a-data-centric-infrastructure-that-combines-software-defined-storage-and-big-data-analytics.,http://bit.ly/1RhRWUK,/librarylogos/intel.png,"Node - Packet Processing Acceleration ; Intel® DPDK Optimized Packet Processing ; Physical Switch ; Virtual Switch ; Open vSwitch ; Intel® DPDK optimised OVS ; Virtual Machine Monitor (VMM) ; Host OS | SDN Controller - OpenDaylight ; Floodlight ; Proprietary | Orchestration and Network Management - Virtualized Infrastructure Manager (VIM) ; NFV Service Orchestration ; OSS, BSS & EMS / NMS | Network Services - Content / Video Optimization, Caching & Acceleration ; CDN ; EPC ; IMS ; CPE ; CRAN ; Service Chaining (e.g. Network Appliance, Firewalls, VPN’s) ; ADC ; Load Balancer ; Security Appliances ; WAN Optimization / Load Balancing ; Deep Packet Inspection (DPI) / Traffic Shaping ; Test Tools & Reporting Software ; System Integration (SI) Providers | ", |  |  |  | Network Functions Virtualization Infrastructure as a Service (NFVIaaS) (ETSI Use Case #1)  ; Virtual Network Function as a Service (VNFaaS) (ETSI Use Case #2) ; Virtual Network Platform as a Service (VNPaaS) (ETSI Use Case #3) ; VNF Forwarding Graphs (ETSI Use Case #4) ; Virtualization of Mobile Core Network and IMS (ETSI Use Case #5) ; Virtualization of Mobile Base Station (ETSI Use Case #6) ; Virtualization of Home Environment (vCPE) (ETSI Use Case #7) ; Virtualization of CDN (ETSI Use Case #8) ; Fixed Access Network Virtualization (ETSI Use Case #9),Intel,Case Studies
74,Using Service Classification to Build an Application-Aware NFV Infrastructure for Virtual CPE Services,"The Qosmos Classifier is an IETF-compliant layer 7 classifier, in the form of a VNF, providing full network application visibility. ","The Qosmos Classifier is an IETF-compliant layer 7 classifier, in the form of a VNF, providing full network application visibility. This technology can help network equipment, platform, middleware, and software suppliers build the application-aware network needed to deliver high performance virtual customer premise equipment (vCPE) applications.",/docs/Qosmos-Solution-Brief-Final.pdf,using-service-classification-to-build-an-application-aware-NFV-infrastructure-for-virtual-CPE-services,http://bit.ly/1iye5lr,"/librarylogos/qosmos.png,/librarylogos/intel.png","Node - Intel® DPDK Optimized Packet Processing ; Virtual Switch ; Open vSwitch ; Intel® DPDK optimised OVS | SDN Controller - OpenDaylight | Orchestration and Network Management - NFV Service Orchestration | Network Services - Content / Video Optimization, Caching & Acceleration ; CPE ; Service Chaining (e.g. Network Appliance, Firewalls, VPN’s) ; Security Appliances ; Deep Packet Inspection (DPI) / Traffic Shaping | ", |  |  |  | Virtualization of Home Environment (vCPE) (ETSI Use Case #7),"Qosmos,Intel",Solution Brief
73,Radware® and Intel® – Virtualizing Application Delivery Controllers in an NFV Environment,"Radware’s Alteon Virtual Appliance (VA) for NFV environments is the first high-capacity virtualized ADC. Alteon VA performs all of the same traffic classification, control, and forwarding as Radware’s hardware ADC appliances.","Radware’s Alteon Virtual Appliance (VA) for NFV environments is the first high-capacity virtualized ADC. Alteon VA performs all of the same traffic classification, control, and forwarding as Radware’s hardware ADC appliances. Alteon VA runs on commercial off the shelf (COTS) hardware that can be used to support other NFV-based networking tasks as well as online applications. Using COTS servers translates to a lower total cost of ownership, both due to cost and to lower OPEX from common maintenance.",/docs/Radware_Solution_Brief_Final.pdf,Radware-and-Intel–Virtualizing-Application-Delivery-Controllers-in-an-NFV-Environment,http://bit.ly/1LlSf0a,"/librarylogos/radware-logo-small.png,/librarylogos/intel.png",Node - Intel® DPDK Optimized Packet Processing | Network Services - ADC ; Commercially Available | , |  | VNF Forwarding Graphs (ETSI Use Case #4),"Radware,Intel",Solution brief
72,Container and Kernel-Based Virtual Machine (KVM) Virtualization for Network Function Virtualization (NFV),Container and Kernel-Based Virtual Machine (KVM) Virtualization for Network Function Virtualization (NFV),"Recently, Linux* containers have gained significant attention from the community with projects like Docker (Docker, n.d.) growing significantly in feature set and user base. Since the introduction of Docker, the developer community has embraced containers as an alternative to hypervisor-based virtualization for certain workloads.",/docs/container-and-kvm-virtualization-for-nfv.PDF,container-and-kvm-virtualization-for-nfv,http://bit.ly/1KtmlQy,/librarylogos/intel.png,"Node - Packet Processing Acceleration ; Intel® DPDK Optimized Packet Processing ; Physical Switch ; Virtual Switch ; Open vSwitch ; Intel® DPDK optimised OVS ; Virtual Machine Monitor (VMM) ; Host OS | SDN Controller - OpenDaylight ; Floodlight ; Proprietary | Orchestration and Network Management - Virtualized Infrastructure Manager (VIM) ; NFV Service Orchestration ; OSS, BSS & EMS / NMS | Network Services - Content / Video Optimization, Caching & Acceleration ; CDN ; EPC ; IMS ; CPE ; CRAN ; Service Chaining (e.g. Network Appliance, Firewalls, VPN’s) ; ADC ; Load Balancer ; Security Appliances ; WAN Optimization / Load Balancing ; Deep Packet Inspection (DPI) / Traffic Shaping ; Test Tools & Reporting Software ; System Integration (SI) Providers | ", |  |  |  | Network Functions Virtualization Infrastructure as a Service (NFVIaaS) (ETSI Use Case #1)  ; Virtual Network Function as a Service (VNFaaS) (ETSI Use Case #2) ; Virtual Network Platform as a Service (VNPaaS) (ETSI Use Case #3) ; VNF Forwarding Graphs (ETSI Use Case #4) ; Virtualization of Mobile Core Network and IMS (ETSI Use Case #5) ; Virtualization of Mobile Base Station (ETSI Use Case #6) ; Virtualization of Home Environment (vCPE) (ETSI Use Case #7) ; Virtualization of CDN (ETSI Use Case #8) ; Fixed Access Network Virtualization (ETSI Use Case #9),Intel,White Paper
71,ASOCS® and Intel® – Virtualizing the Mobile Base Station,"ASOCS is a pioneer in the development of virtual radio access networks (vRAN), offering a fully virtualized base station solution (vBS) that uses a cloud architecture and technologies to decouple traditional base station software and hardware.","ASOCS is a pioneer in the development of virtual radio access networks (vRAN), offering a fully virtualized base station solution (vBS) that uses a cloud architecture and technologies to decouple traditional base station software and hardware. vBS can be scaled to any size and placed at any number of network locations, limited in distance only by the requirement that it operate within the latency window for the radio access technology used.",/docs/ASOCS_SolutionBrief_080515FINAL.pdf,Asocs-and-Intel-virtualizing-the-mobile-base-station,http://bit.ly/1IWK1Wl,/librarylogos/Asocs.jpg,Node - Intel® DPDK Optimized Packet Processing ; Physical Switch | Network Services - CRAN | , |  | Virtualization of Mobile Base Station (ETSI Use Case #6),ASOCS,Solution Brief
